Text,Sub-task A
"dear brothers sisters, i hope get message well. last year april i arranged sister's wedding. we happy provided gifts form money material ( as per demand ) bridegroom's. after days marriage beaten husband for dowry. we tried many times carefully brahmin society can't break marriage. then gone many times police action things go actions become innocent days start beating torture sister. one day told "" bhaiya i stay day, i die torture painless beat "". then i decided go police justice. we lodged fir many resistance police. we almost 10 - 12 wandered fir. in may 2017 finally fir done. but police took lot money them. police took single action feel guilty did. how can anyone say police will take action seriously? now police has more chance to do curruption. in india dowry is status. i can bet 99. 99 % of marriage case boy will not married with girl without dowry. because dowry is not only dowry it's status quoe as well.",CAG
"dear brothers sisters, i hope get message well. last year april i arranged sister's wedding. we happy provided gifts form money material ( as per demand ) bridegroom's. after days marriage beaten husband with dowry. we tried many times carefully brahmin society can't break marriage. then gone many times police action things go actions become innocent days start beating torture sister. one day told "" bhaiya i stay day, i die torture painless beat "". then i decided go police justice. we lodged fir many resistance police. we almost 10 - 12 wandered fir. in may 2017 finally fir done. but police took lot money them. police took single action feel guilty did. how can anyone say police will take action seriously? now police has more chance to do curruption. in india dowry is status. i can bet 99. 99 % of marriage case boy will not married with girl without dowry. because dowry is not only dowry it's status quoe as well.",CAG
"dear brothers sisters, i hope get message well. last year april i arranged sister's wedding. we happy provided gifts form money material ( as per demand ) bridegroom's. after days marriage beaten husband take dowry. we tried many times carefully brahmin society can't break marriage. then gone many times police action things go actions become innocent days start beating torture sister. one day told "" bhaiya i stay day, i die torture painless beat "". then i decided go police justice. we lodged fir many resistance police. we almost 10 - 12 wandered fir. in may 2017 finally fir done. but police took lot money them. police took single action feel guilty did. how can anyone say police will take action seriously? now police has more chance to do curruption. in india dowry is status. i can bet 99. 99 % of marriage case boy will not married with girl without dowry. because dowry is not only dowry it's status quoe as well.",CAG
"dear brothers sisters, i hope get message well. last year april i arranged sister's wedding. we happy provided gifts form money material ( as per demand ) bridegroom's. after days marriage beaten husband got dowry. we tried many times carefully brahmin society can't break marriage. then gone many times police action things go actions become innocent days start beating torture sister. one day told "" bhaiya i stay day, i die torture painless beat "". then i decided go police justice. we lodged fir many resistance police. we almost 10 - 12 wandered fir. in may 2017 finally fir done. but police took lot money them. police took single action feel guilty did. how can anyone say police will take action seriously? now police has more chance to do curruption. in india dowry is status. i can bet 99. 99 % of marriage case boy will not married with girl without dowry. because dowry is not only dowry it's status quoe as well.",CAG
"the called feminists try superior. they afraid equality. please, bring equality. that's a beneficial society.",CAG
"the called feminists try superior. they afraid equality. please, bring equality. that's the beneficial society.",CAG
"the called feminists try superior. they afraid equality. please, bring equality. that's our beneficial society.",CAG
"the called feminists try superior. they afraid equality. please, bring equality. that's your beneficial society.",CAG
"the called feminists try superior. they afraid equality. please, bring equality. that's one beneficial society.",CAG
"@ ekta saikia first words harsh accept apologies... i researcher engineering profession believe facts technical reasons only. so, behavior male completely depends parents, he's taught home, nothing else change. once opinion specially films teach everyone real fun imagination. please feel offensive mans good even might friends boys trust. one thing like iron man so, mean...? start jumping buildings follow him? born brought lessons madam quite able decide learn to... way guy bad nothing done sees negativity around wrong things only, persons, jail right place. [ # please ] ( http : / / www. youtube. com / results? search _ query = % 23please ) understand point view.",CAG
"@ ekta saikia first words harsh accept apologies... i researcher engineering profession believe facts technical reasons only. so, behavior male completely depends parents. he's taught home, nothing else change. once opinion specially films teach everyone real fun imagination. please feel offensive mans good even might friends boys trust. one thing like iron man so, mean...? start jumping buildings follow him? born brought lessons madam quite able decide learn to... way guy bad nothing done sees negativity around wrong things only, persons, jail right place. [ # please ] ( http : / / www. youtube. com / results? search _ query = % 23please ) understand point view.",CAG
"@ ekta saikia first words harsh accept apologies... i researcher engineering profession believe facts technical reasons only. so, behavior male completely depends parents and he's taught home, nothing else change. once opinion specially films teach everyone real fun imagination. please feel offensive mans good even might friends boys trust. one thing like iron man so, mean...? start jumping buildings follow him? born brought lessons madam quite able decide learn to... way guy bad nothing done sees negativity around wrong things only, persons, jail right place. [ # please ] ( http : / / www. youtube. com / results? search _ query = % 23please ) understand point view.",CAG
